snp chr pos maf n_HDL beta_HDL se_HDL n_LDL beta_LDL se_LDL n_TC beta_TC se_TC n_TG beta_TG se_TG annot gene rs Z.tg Z.tc Z.ldl Z.hdl mvstat mvp unip
rs4248153 6 31110506 0.418 99900 -0.006351 0.004816 95454 -0.005028 0.005229 100184 -0.01985 0.005144 96598 -0.02365 0.0047 2 HLA_TG rs4248153 -5.02 -3.507 -0.868 -1.07 40.1408749822132 7.39280669869801 6.28674910296673
rs4248166 6 32474399 0.194 99900 -0.00607 0.005864 95454 -0.03983 0.006327 100184 -0.04637 0.006222 96598 -0.01725 0.005704 2 HLA_TC:LDL rs4248166 -3.302 -6.611 -5.316 -1.3 45.9909150998123 8.60667128720831 10.4182408775521
rs4248168 6 32767721 0.479 96908 0.01421 0.004552 92503 0.02253 0.004949 97148 0.03135 0.004874 93562 0.01244 0.004466 2 HLA_TC:LDL rs4248168 2.976 6.211 4.36 3.141 48.0659798894714 9.03888219171921 9.27861421489285
rs425440 2 21375886 0.282 96900 0.008848 0.00508 92495 -0.04079 0.005519 97140 -0.03562 0.005427 93554 -0.009419 0.004975 2 APOB_LDL:TC rs425440 -2.251 -6.257 -7.183 2.143 55.7018798777885 10.6353495646164 12.1662277206745
rs4260197 2 27647654 0.473 99876 0.008821 0.004541 95430 7.656e-05 0.004931 100160 -0.007988 0.00486 96574 -0.02741 0.004462 2 GCKR_TG:TC rs4260197 -5.907 -1.104 0.451 1.781 37.9849714062913 6.94746494438207 8.45792964203492
rs4268379 1 109579760 0.483 99872 -0.005378 0.004604 95426 0.04474 0.004987 100154 0.04237 0.004905 96568 0.004056 0.004517 2 SORT1_LDL:TC rs4268379 0.805 8.357 8.89 -1.571 93.9994492082724 18.7304823009076 18.2138954688413
rs4270152 15 42011960 0.047 96891 -0.05343 0.0112 92486 -0.0002853 0.01209 97131 0.009158 0.01189 93545 0.07949 0.011 2 FRMD5_TG rs4270152 -6.401 -0.368 0.413 4.212 47.9319418231876 9.01094046018827 9.8114579903613
rs427366 19 59487111 0.312 71043 -0.03694 0.006916 66887 0.009967 0.007486 71136 -0.001256 0.007305 67554 0.009656 0.006624 2 LILRA3_HDL rs427366 1.331 -0.072 1.48 -5.164 28.5129410947516 5.00805241517848 6.61667358872098
rs4273729 6 32786575 0.423 96908 0.01924 0.004608 92503 0.01851 0.005015 97148 0.03102 0.00493 93562 0.01622 0.004515 2 HLA_TC:LDL rs4273729 -3.998 -6.074 -3.508 -4.11 62.6211376698148 12.0886626663142 8.90391513973199
rs4274565 2 21005390 0.439 99854 -0.02076 0.004585 95409 -0.006001 0.004969 100138 -0.005154 0.004892 96552 0.02596 0.004503 2 APOB_LDL:TC rs4274565 -5.885 1.682 1.721 4.534 50.9739073853334 9.64581133698946 8.40005801589139
rs4282557 8 59652096 0.326 99900 0.001807 0.00493 95454 0.02585 0.005329 100184 0.02936 0.00525 96598 0.01396 0.004846 2 CYP7A1_TC:LDL rs4282557 2.8 5.544 4.811 0.425 32.1728144951677 5.75358714789108 7.5292385198701
rs4282946 11 47412778 0.287 99900 -0.02996 0.005052 95454 0.002551 0.005477 100184 -0.009742 0.005381 96598 0.01068 0.004918 2 LRP4_HDL rs4282946 2.298 -1.863 0.352 -6.273 42.252048684031 7.830012410445 9.4508042839727
rs428696 2 21302112 0.171 99892 0.008839 0.006124 95446 -0.1025 0.006604 100176 -0.095 0.00651 96590 -0.01829 0.006022 2 APOB_LDL:TC rs428696 -2.909 -14.675 -15.666 2.047 265.701079783155 55.569636265509 54.5878180084312
rs4289035 17 43062210 0.486 98409 0.01652 0.004558 93999 0.02511 0.004939 98656 0.02411 0.004864 95070 -0.01372 0.004478 2 OSBPL7_LDL:TC rs4289035 -2.954 4.881 5.006 3.299 48.5824417287844 9.14657338587206 6.25513805891838
rs4297465 11 49353655 0.136 99900 -0.03519 0.006593 95454 -3.183e-05 0.007166 100184 -0.01507 0.007025 96598 7.088e-05 0.006405 0 n.a. rs4297465 0.274 2.232 0.109 5.527 36.8404716761758 6.71155228018998 7.48711162752124
rs4297946 20 39244689 0.47 98343 0.0003427 0.004567 93934 0.04561 0.004949 98588 0.042 0.004874 95002 0.01224 0.004474 2 MAFB_TC:LDL rs4297946 2.775 8.456 8.916 0.143 83.4124978959322 16.4823023516167 18.315663233641
rs4298239 5 74417837 0.156 99900 -0.007274 0.006402 95454 -0.04018 0.006901 100184 -0.04094 0.00679 96598 0.0004538 0.00626 2 HMGCR_TC:LDL rs4298239 0.038 6.029 5.641 1.332 41.0672177783632 7.58451621335019 8.78257583958804
rs4298240 5 74418138 0.121 99900 -0.004996 0.007054 95454 -0.05021 0.007548 100184 -0.05048 0.007431 96598 -0.005971 0.00689 2 HMGCR_TC:LDL rs4298240 0.513 6.416 6.153 1.108 45.2413297121789 8.45073780634989 9.85417779693035
rs4299376 2 43926080 0.299 95708 0.002973 0.005086 91285 -0.08054 0.005546 95992 -0.07854 0.005448 92410 -0.01545 0.005036 1 ABCG5/8_LDL:TC rs4299376 -3.02 -14.096 -14.476 1.247 231.029117395893 48.1009552273994 46.764954823319
rs4300790 2 21002898 0.225 99892 -0.01022 0.005826 95446 -0.04609 0.006344 100176 -0.04416 0.006209 96590 0.006705 0.005711 2 APOB_LDL:TC rs4300790 -0.754 7.023 7.196 1.449 63.1436189836818 12.1986207600093 12.2075758882787
rs4302281 20 32635306 0.149 98365 -0.0149 0.006275 93955 0.01054 0.006851 98612 0.01462 0.006744 95026 0.02412 0.006187 2 ERGIC3_TC rs4302281 -4.966 -2.527 -1.762 2.369 26.7899101219842 4.65914475492046 6.16527447867204
rs4307732 11 125750165 0.108 99900 0.01456 0.007776 95454 -0.06899 0.008426 100184 -0.0546 0.008255 96598 -0.01249 0.007747 2 ST3GAL4_LDL:TC rs4307732 1.761 6.334 7.7 -1.678 60.5382537272802 11.6505990144194 13.8662496454817
rs4311394 5 53336419 0.259 99900 0.03053 0.005151 95454 -0.009334 0.005575 100184 -0.009134 0.005484 96598 -0.0202 0.005075 2 ARL15_HDL rs4311394 -3.907 -1.707 -1.648 5.283 39.4260491113685 7.24501426611741 6.89590436901537
rs431420 19 59483891 0.181 88987 -0.05375 0.007516 83658 -0.001109 0.008381 88150 -0.02457 0.008223 84568 0.00712 0.007471 2 LILRA3_HDL rs431420 -0.63 3.021 0.196 7.17 58.3013054681458 11.1806709076293 12.1249516693769
rs4319472 11 47066090 0.315 99900 -0.02299 0.004875 95454 0.01351 0.005287 100184 0.007309 0.005202 96598 0.0175 0.004758 2 LRP4_HDL rs4319472 -3.721 -1.403 -2.354 4.927 31.2655909100339 5.56827155610242 6.07830439743096
rs432483 2 21303854 0.172 99892 0.008212 0.006128 95446 -0.102 0.006608 100176 -0.09462 0.006515 96590 -0.01802 0.006025 2 APOB_LDL:TC rs432483 2.925 14.302 15.171 -1.901 249.650915243744 52.1112389276446 51.2593851702558
rs4329540 1 62799612 0.321 99900 0.01453 0.0048 95454 0.04904 0.005214 100184 0.07315 0.005132 96598 0.06556 0.004707 2 ANGPTL3_TG:TC:LDL rs4329540 13.683 13.224 8.459 2.967 308.070195283841 64.7061628981977 41.8918119484115
rs4329913 16 55462933 0.227 98392 0.03804 0.00548 93982 -1.07e-05 0.005956 98639 0.01164 0.00586 95053 -0.01516 0.005328 2 CETP_HDL:TC:LDL:TG rs4329913 2.645 -1.892 0.11 -6.887 48.6984282888573 9.17076484136969 11.2442682400942
rs433061 6 32122806 0.099 99150 0.02299 0.007545 94704 0.02578 0.008303 99434 0.05001 0.008166 95848 0.04232 0.007552 2 HLA_TC:LDL rs433061 -5.876 -5.834 -2.952 -2.779 69.6575544797142 13.5717137798376 8.37644234283107
rs4332138 8 9237661 0.106 99884 0.05598 0.007502 95438 0.05401 0.008131 100168 0.07173 0.007988 96582 -0.002169 0.007314 2 PPP1R3B_HDL:TC:LDL rs4332138 0.332 -8.582 -6.316 -7.615 113.861654477791 22.9618343898711 17.0304087257839
rs4333617 8 19919284 0.446 99900 -0.06134 0.004592 95454 0.007946 0.004978 100184 0.00861 0.004903 96598 0.06892 0.004499 2 LPL_TG:HDL rs4333617 14.621 1.243 1.164 -12.626 277.660719647165 58.147657716807 47.6854016816629
rs4341893 2 20999058 0.328 99891 0.02072 0.004793 95445 -0.05377 0.005188 100175 -0.04598 0.005104 96589 -0.02947 0.00468 2 APOB_LDL:TC rs4341893 5.976 9.322 10.487 -4.198 132.440998799857 26.9316957436256 25.003812991087
rs4344684 15 61184371 0.213 98409 0.03143 0.00561 93999 0.003996 0.006051 98656 0.0102 0.005957 95070 -0.01864 0.005459 2 LACTB_HDL rs4344684 -3.473 1.755 0.596 5.713 37.3321584793529 6.81285742784685 7.95467045128119
rs4345300 5 74412327 0.355 99900 0.006194 0.004698 95454 0.04669 0.005086 100184 0.04447 0.00501 96598 -0.0002441 0.004619 2 HMGCR_TC:LDL rs4345300 -0.47 8.459 8.709 1.117 89.6003491706985 17.7956014772285 17.5134742026006
rs4346201 16 55352438 0.244 98409 0.0398 0.005252 93999 -0.01517 0.005687 98656 0.0007637 0.005603 95070 -0.002647 0.005171 2 CETP_HDL:TC:LDL:TG rs4346201 -0.517 -0.028 -2.782 6.969 60.3047228792899 11.6015132165618 11.4959348024035
rs4348756 1 62872165 0.313 36315 -0.005973 0.007213 35729 -0.03672 0.008284 36526 -0.064 0.008254 36383 -0.06953 0.007825 2 ANGPTL3_TG:TC:LDL rs4348756 -8.38 -7.251 -4.233 -0.697 101.206637019127 20.2640643635331 16.2763169514425
rs4350001 8 126563744 0.224 99726 0.007087 0.005504 95284 -0.03681 0.005996 100005 -0.04067 0.00589 96419 -0.02962 0.005442 2 TRIB1_TG:TC:LDL:HDL rs4350001 5.27 6.21 5.621 -1.867 53.2594602744624 10.1237682100394 9.27585032881572
rs4350231 1 62695248 0.322 96854 0.01482 0.004823 92451 0.04853 0.005239 97093 0.07251 0.005155 93507 0.06414 0.004727 2 ANGPTL3_TG:TC:LDL rs4350231 -13.037 -13.051 -8.447 -3.012 288.859728105833 60.5624393820749 38.2026028521936
rs435306 20 43971891 0.268 98409 -0.0344 0.005257 93999 0.01981 0.005699 98656 0.01057 0.005614 95070 0.02477 0.005171 2 PLTP_HDL:TG rs435306 4.498 1.464 2.976 -6.336 50.2307671133996 9.49057608085445 9.62744369923717
rs4356624 2 21004969 0.439 99892 -0.02044 0.004584 95446 -0.006983 0.00497 100176 -0.005866 0.00489 96590 0.02471 0.004501 2 APOB_LDL:TC rs4356624 5.631 -1.825 -1.89 -4.452 48.5898316641138 9.14811464551888 7.74674021504688
rs4359427 16 66760248 0.136 98409 -0.07299 0.006564 93999 -0.003574 0.007051 98656 -0.02982 0.006939 95070 0.009616 0.0065 2 LCAT_HDL rs4359427 -1.475 3.682 0.165 10.454 117.022813371161 23.6365808360342 24.8524078690561
rs4359596 2 27622312 0.475 39299 -0.01269 0.006765 38672 -0.0003962 0.007751 39554 0.01066 0.00773 39411 0.04393 0.007334 2 GCKR_TG:TC rs4359596 5.509 0.576 -0.792 -1.783 33.8926089640474 6.10571149335607 7.44263970511984
rs4360309 8 126592705 0.477 99900 -0.02169 0.004931 95454 0.03718 0.005338 100184 0.04205 0.005252 96598 0.04653 0.004801 2 TRIB1_TG:TC:LDL:HDL rs4360309 9.441 7.688 6.631 -4.264 119.921240157528 24.2555170557974 20.4326930743279
rs4361084 2 27915900 0.242 94831 -0.002385 0.005797 90523 -0.01102 0.006342 95113 -0.01954 0.006196 91527 -0.02463 0.005639 2 GCKR_TG:TC rs4361084 -5.027 -3.094 -1.803 -0.042 30.3067396794866 5.37276176705676 6.30258550802227
rs4361493 5 74440853 0.357 99900 0.00645 0.004723 95454 0.04792 0.005111 100184 0.04543 0.005037 96598 -0.000487 0.004638 2 HMGCR_TC:LDL rs4361493 0.497 -8.581 -8.861 -1.12 92.5754333143695 18.4277515800129 18.1007275378383
rs4362515 2 20999109 0.224 99799 0.01996 0.005463 95356 -0.04938 0.005938 100083 -0.04418 0.005842 96496 -0.02654 0.005369 2 APOB_LDL:TC rs4362515 5.242 6.825 7.655 -4.096 80.131634289798 15.7868828299508 13.7137406408963
rs436566 2 21305109 0.185 99892 -0.001438 0.005945 95446 -0.07433 0.006387 100176 -0.06901 0.006296 96590 -0.006318 0.005871 2 APOB_LDL:TC rs436566 -0.987 -10.615 -11.52 0.301 141.056034324961 28.7754524871659 29.9804226496073
rs4366775 17 73893674 0.475 98409 -0.0294 0.004706 93999 -0.005878 0.005092 98656 -0.01361 0.00501 95070 0.0101 0.004584 2 PGS1_HDL rs4366775 2.523 -2.608 -0.989 -5.807 38.2786944709247 7.00806750167142 8.19652829497054
rs4368156 16 55431773 0.178 98383 0.03073 0.006049 93974 -0.005066 0.006587 98629 0.002969 0.006466 95043 -0.01551 0.00584 2 CETP_HDL:TC:LDL:TG rs4368156 -2.461 0.247 -0.979 5.09 26.5516969183822 4.61102579921977 6.44603992992006
rs4368289 2 20999204 0.178 99892 -0.01094 0.005955 95446 -0.05823 0.006436 100176 -0.05412 0.006336 96590 0.008692 0.005849 2 APOB_LDL:TC rs4368289 -1.197 8.501 8.983 1.372 97.6860843147675 19.5146591468065 18.5792481695053
rs436965 15 56498946 0.034 56969 -0.1214 0.01847 54735 0.006538 0.02118 59135 -0.0434 0.02065 55545 0.00213 0.0202 2 LIPC_HDL:TC:TG rs436965 0.173 1.896 -0.383 6.385 48.1958449040195 9.0659569731645 9.76599559480938
rs4370785 1 63035510 0.152 96908 0.00278 0.006183 92503 0.02145 0.006746 97148 0.03747 0.006636 93562 0.03942 0.006079 2 ANGPTL3_TG:TC:LDL rs4370785 6.325 5.186 2.976 -0.002 54.3127605932379 10.3442892888805 9.59648041547884
rs4371151 16 55366113 0.271 96906 0.05001 0.005093 92501 -0.01041 0.005531 97146 0.008876 0.005441 93560 -0.008468 0.004971 2 CETP_HDL:TC:LDL:TG rs4371151 1.926 -1.578 1.863 -9.253 91.5581635688636 18.2115509126836 19.6609891733185
rs4371387 2 21074638 0.204 99892 -0.01197 0.005643 95446 -0.06869 0.006092 100176 -0.06405 0.005989 96590 0.01171 0.00555 2 APOB_LDL:TC rs4371387 1.645 -10.726 -11.382 -1.432 158.611362328344 32.5372734429811 29.2889770593244
rs437179 6 32036993 0.275 99900 -0.001146 0.005073 95454 -0.02937 0.005544 100184 -0.04186 0.005457 96598 -0.03816 0.004949 2 HLA_TC:LDL rs437179 -7.579 -6.858 -4.56 -0.281 82.6571397964336 16.3221362559842 13.4581356749821
rs437444 1 109597131 0.042 99900 -0.03747 0.01242 94461 0.09228 0.01316 100184 0.07658 0.01295 96598 0.01725 0.0122 2 SORT1_LDL:TC rs437444 -1.316 -5.71 -6.704 2.684 54.0129565999995 10.2815059998263 10.6929529044854
rs4374884 7 21567427 0.225 99900 0.0008549 0.005606 95454 -0.03835 0.006081 100184 -0.03634 0.005981 96598 -0.0103 0.005506 2 DNAH11_TC:LDL rs4374884 -1.963 -5.7 -5.955 0.332 37.4304509481028 6.83311740268993 8.5849066854332
rs4375019 8 19918778 0.454 99900 -0.05613 0.004603 95454 0.007724 0.004989 100184 0.008657 0.004907 96598 0.06386 0.004501 2 LPL_TG:HDL rs4375019 -13.419 -1.224 -1.095 11.505 232.618218329632 48.4430725685545 40.3297676551904
rs4375281 1 92760163 0.212 96908 0.0003013 0.005594 92503 0.0305 0.006052 97148 0.03375 0.005955 93562 0.008729 0.005505 2 EVI5_TC rs4375281 -1.562 -5.381 -4.937 0.059 30.4359229216884 5.39908042420246 7.13033892486728
rs4378650 17 35334391 0.473 98409 0.02671 0.004692 93999 0.001168 0.00512 98656 0.01015 0.005003 95070 -0.01034 0.004587 2 STARD3_HDL rs4378650 -1.458 1.921 0.265 5.675 33.2626991623855 5.97661779333087 7.85795906139254
rs4379723 10 64633455 0.487 99900 -0.02121 0.004559 95454 -0.01636 0.004941 100184 -0.01539 0.004863 96598 0.02723 0.004468 2 JMJD1C_TG rs4379723 6.225 -2.924 -3.159 -4.595 66.9521283154603 13.0009522593071 9.31735319236206
rs4382144 5 74310431 0.448 99900 0.004708 0.004619 95454 0.03217 0.005003 100184 0.0331 0.004919 96598 0.001821 0.00452 2 HMGCR_TC:LDL rs4382144 0.459 6.653 6.319 1.158 48.6961849753549 9.17029692920039 10.5418485395866
rs4385188 5 74770118 0.237 99900 -0.01118 0.005244 95454 -0.04802 0.005658 100184 -0.0482 0.005562 96598 0.002613 0.005165 2 HMGCR_TC:LDL rs4385188 0.538 -8.222 -7.898 -2.012 80.7603056536605 15.920085460816 15.6986722052116
rs4388921 11 116481988 0.232 99900 0.02892 0.005434 95454 0.002604 0.005904 100184 0.01899 0.005807 96598 0.007619 0.005338 2 APOA1_TG:TC:HDL:LDL rs4388921 -1.614 -3.26 -0.485 -5.719 49.7359504213692 9.38726197401688 7.96999649603415
rs4389672 5 74404398 0.355 99900 0.006199 0.004709 95454 0.04678 0.005096 100184 0.04429 0.005012 96598 -0.000219 0.004621 2 HMGCR_TC:LDL rs4389672 -0.475 8.43 8.681 1.118 89.0382411740487 17.6762145470747 17.4063770970449
rs4390625 17 34873873 0.258 93630 0.03529 0.0053 89256 0.008411 0.00575 93724 0.02079 0.005665 90138 -0.002906 0.005225 2 STARD3_HDL rs4390625 0.431 -3.139 -0.897 -6.458 47.8437795979406 8.99256376509091 9.97430204554502
rs4390729 2 28016365 0.23 99892 0.00367 0.005417 95446 0.009663 0.005855 100176 0.02466 0.00577 96590 0.04054 0.005317 2 GCKR_TG:TC rs4390729 -7.925 -4.447 -1.917 -0.165 75.1585632121142 14.7341204991163 14.6417865085008
rs4392602 5 74300037 0.46 99900 0.005977 0.004614 95454 0.03199 0.004999 100184 0.03339 0.004923 96598 0.002556 0.004516 2 HMGCR_TC:LDL rs4392602 0.584 6.651 6.248 1.398 47.8857887430241 9.0013200587757 10.5359454374702
rs439401 19 50106291 0.355 69360 -0.03021 0.00635 65348 0.03131 0.006546 69457 0.04304 0.006438 65871 0.06303 0.005775 1 APOE_TG rs439401 -11.512 -6.943 -5.013 4.502 146.85811922909 30.018092870076 29.9401146566919
rs4394275 6 31426156 0.246 99897 0.004682 0.005311 95451 -0.01063 0.005796 100181 -0.01611 0.005658 96595 -0.03001 0.005179 2 HLA_TG rs4394275 5.372 3.242 2.271 -0.936 31.9270966917947 5.70336425735846 7.10864037216536
rs439907 2 21375478 0.257 99892 0.006245 0.006133 95446 -0.05669 0.006665 100176 -0.05284 0.006547 96590 -0.0149 0.006015 2 APOB_LDL:TC rs439907 2.688 7.891 8.467 -1.1 75.1528360435998 14.7329090973967 16.5989544654891
rs4400367 8 59652103 0.325 96908 0.002155 0.00493 92503 0.02597 0.00533 97148 0.02954 0.005241 93562 0.01369 0.004846 2 CYP7A1_TC:LDL rs4400367 -2.581 -5.474 -4.765 -0.345 30.918178631318 5.49739138309018 7.3565581193252
rs4401177 2 28197789 0.113 99892 -0.008418 0.00768 95446 -0.01269 0.008277 100176 -0.03603 0.008116 96590 -0.06201 0.007442 2 GCKR_TG:TC rs4401177 8.675 4.228 1.425 0.746 93.3125506309322 18.5844428196015 17.383471470594
rs440169 6 32321766 0.409 99900 0.00406 0.004651 95454 0.00185 0.005052 100184 -0.005621 0.004975 96598 -0.02414 0.004568 2 HLA_TC:LDL rs440169 4.987 1.113 -0.253 -1.004 27.1637614854729 4.73472231838275 6.21236906230345
rs440183 15 56479299 0.274 98371 -0.03753 0.005296 93962 0.005437 0.00573 98617 -0.009713 0.005643 95031 -0.002834 0.005189 2 LIPC_HDL:TC:TG rs440183 -0.011 -1.708 1.005 -6.528 50.6163065010285 9.57110094080908 10.176175757452
rs440454 6 32035321 0.274 99875 -0.0008806 0.005095 95430 -0.02949 0.005558 100159 -0.0419 0.00547 96573 -0.03792 0.004967 2 HLA_TC:LDL rs440454 -7.518 -6.852 -4.586 -0.235 81.5684025338443 16.0913414543041 13.2547650910404
rs4405410 12 123001741 0.34 99900 -0.03167 0.004767 95454 0.01831 0.005153 100184 0.01604 0.005074 96598 0.02704 0.004687 2 SBNO1_HDL rs4405410 -5.37 -2.794 -3.318 6.183 56.9789581526768 10.9031564542268 9.2013858506618
rs4406409 8 19913251 0.284 99900 -0.09718 0.005092 95454 0.00969 0.005501 100184 0.009519 0.005423 96598 0.1023 0.004968 2 LPL_TG:HDL rs4406409 20.313 1.1 1.119 -18.238 555.404784676201 118.159475907123 91.0057337743263
rs4407894 8 19978176 0.348 99900 -0.05471 0.005132 95454 0.004827 0.005568 100184 0.00619 0.005472 96598 0.0605 0.004999 2 LPL_TG:HDL rs4407894 11.892 0.911 0.733 -10.354 185.764407379778 38.3656452543248 31.8852231711174
rs4409689 1 62949953 0.329 99897 0.01336 0.004763 95451 0.04727 0.005168 100181 0.06952 0.005081 96595 0.05975 0.004668 2 ANGPTL3_TG:TC:LDL rs4409689 12.571 12.678 8.226 2.677 267.248773454726 55.9032100654896 36.1062135935918
rs4409690 1 63039398 0.152 99899 0.002906 0.006199 95453 0.02119 0.006759 100183 0.03756 0.006652 96597 0.03967 0.006096 2 ANGPTL3_TG:TC:LDL rs4409690 -6.576 -5.128 -2.77 -0.088 57.6938723524269 11.0531654442407 10.3158078747078
rs4411227 10 94821503 0.262 99900 0.01541 0.005779 95454 -0.02525 0.006221 100184 -0.0252 0.006124 96598 -0.02574 0.005623 2 CYP26A1_TG rs4411227 4.632 3.957 3.886 -2.946 33.7865473621428 6.0839657363699 5.44111132599645
rs4413654 6 31549328 0.271 99900 -0.002271 0.005171 95454 -0.02518 0.005558 100184 -0.02907 0.005474 96598 -0.01783 0.005059 2 HLA_TC:LDL rs4413654 3.588 5.041 4.089 0.583 30.6259160718567 5.43780045762729 6.33432009217084
rs4417316 11 116157511 0.095 99886 -0.00638 0.007844 95441 0.0538 0.008551 100170 0.07036 0.00844 96584 0.04733 0.007582 2 APOA1_TG:TC:HDL:LDL rs4417316 -6.133 -8.061 -6.126 0.676 79.9057258958981 15.7390236465535 15.1210600262248
rs4418728 10 94829714 0.467 99900 0.01412 0.004992 95454 -0.01833 0.005354 100184 -0.0208 0.005251 96598 -0.02877 0.004805 2 CYP26A1_TG rs4418728 -5.497 -3.269 -2.819 2.536 34.1516574435827 6.15883997029441 7.41306775920787
rs4419034 15 42135692 0.054 95290 -0.04215 0.01124 90917 -0.01297 0.01217 95535 0.00364 0.01198 91949 0.07116 0.01092 2 FRMD5_TG rs4419034 5.45 -0.125 -1.339 -3.274 38.4697424419922 7.04749798660391 7.29782960018144
rs4419196 2 27928802 0.223 99892 0.005819 0.005492 95446 0.01121 0.005946 100176 0.02618 0.005859 96590 0.03862 0.005395 2 GCKR_TG:TC rs4419196 7.39 4.527 2.047 0.486 68.3133382076825 13.288045190596 12.8331887098558
rs4420638 19 50114786 0.167 87520 -0.07284 0.00733 83209 0.2169 0.008268 87766 0.1827 0.00814 84180 0.06502 0.00741 1 APOE_LDL:TC:HDL rs4420638 -9.64 -22.388 -25.801 9.423 746.269150015018 159.477259088441 146.063440922905
rs4420671 2 27892804 0.195 99892 0.005876 0.005673 95446 0.009383 0.006161 100176 0.02388 0.00604 96590 0.03658 0.00556 2 GCKR_TG:TC rs4420671 -6.943 -4.073 -1.763 -0.418 59.6365781024832 11.4611098705637 11.4158277955996
rs442177 4 88249285 0.408 99900 0.02358 0.004624 95454 -0.01662 0.005021 100184 -0.01719 0.004945 96598 -0.03168 0.004548 1 KLHL8_TG rs442177 6.827 3.538 3.296 -5.14 60.8182234497271 11.7094537673155 11.0619373468453
rs4425006 19 10674364 0.091 98409 -0.01701 0.008267 93999 0.08693 0.009009 98656 0.07573 0.008869 95070 0.009328 0.008217 2 LDLR_LDL:TC rs4425006 -0.877 -8.351 -9.353 1.818 98.0794872785501 19.5983749804126 20.0695795671169
rs4425043 2 27586956 0.384 99892 0.004688 0.004649 95446 -0.003205 0.005066 100176 -0.02415 0.004973 96590 -0.06089 0.00457 2 GCKR_TG:TC rs4425043 -12.866 -4.424 -0.496 1.235 184.750529879447 38.1478359805955 37.155330421588
rs4426495 2 21007463 0.373 99892 -0.03565 0.004731 95446 0.03937 0.005098 100176 0.03346 0.005015 96590 0.04343 0.004605 2 APOB_LDL:TC rs4426495 -8.95 -6.641 -7.568 7.004 132.207649852715 26.8817791225018 18.4491819491449
rs443345 1 109650777 0.285 96781 0.00592 0.005255 92372 -0.04125 0.005731 97063 -0.03419 0.005642 93477 0.000246 0.005163 2 SORT1_LDL:TC rs443345 0.196 -5.897 -7.004 1.128 55.3790270512203 10.5676797465738 11.6042262394373
rs443401 15 56479387 0.466 90531 0.08322 0.004886 86235 -0.0005332 0.005352 90780 0.03979 0.005249 87192 0.02403 0.004769 2 LIPC_HDL:TC:TG rs443401 5.011 7.472 -0.02 16.143 400.203873370207 84.599750667463 57.895494934599
rs4434990 11 51373649 0.125 99900 -0.03344 0.006949 95454 -0.0005503 0.00755 100184 -0.01432 0.007411 96598 0.002275 0.006785 0 n.a. rs4434990 0.05 2.151 0.337 5.014 29.5443365685861 5.21757976939726 6.27319142889029
